,device,date,hive temp,hive humidity,hive pressure,weather temp,weather humidity,weather pressure,wind speed,gust speed,weatherID,cloud coverage,rain,lat,long,file name,queen presence,queen acceptance,frames
905,1,2022-06-08 18:20:59,30.51,36.74,1006.68,22.97,59,1012,8.23,10.29,803,75,0,37.29,-121.95,2022-06-08--18-20-59_1__segment3.wav,0,0,8
906,2,2022-06-06 23:16:56,20.68,41.97,1007.56,14.75,73,1014,2.06,,800,0,0,37.29,-121.95,2022-06-06--23-16-56_2__segment0.wav,1,2,10
907,2,2022-06-09 22:45:55,22.92,39.57,1007.55,19.84,61,1014,4.12,,801,20,0,37.29,-121.95,2022-06-09--22-45-55_2__segment3.wav,1,1,10
908,2,2022-06-12 22:58:10,20.0,41.63,1007.8,14.47,70,1014,3.6,6.69,800,0,0,37.29,-121.95,2022-06-12--22-58-10_2__segment0.wav,1,1,10
909,1,2022-06-14 00:02:46,21.41,38.27,1010.21,14.26,68,1016,1.54,,800,0,0,37.29,-121.95,2022-06-14--00-02-46_1__segment0.wav,1,2,8
910,2,2022-06-08 02:55:11,18.71,37.25,1008.61,13.69,58,1014,0.45,1.34,800,0,0,37.29,-121.95,2022-06-08--02-55-11_2__segment0.wav,1,2,10
911,2,2022-06-09 08:09:48,29.99,45.8,1006.69,15.54,80,1012,1.54,,803,75,0,37.29,-121.95,2022-06-09--08-09-48_2__segment4.wav,0,0,10
912,2,2022-06-05 23:36:04,22.46,52.37,1009.43,17.96,83,1015,6.69,,803,75,0,37.29,-121.95,2022-06-05--23-36-04_2__segment3.wav,1,2,10
913,1,2022-06-09 16:04:23,34.92,23.03,1005.91,31.11,31,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--16-04-23_1__segment5.wav,0,0,8
914,2,2022-06-07 03:13:45,18.29,42.46,1007.38,12.14,78,1013,1.54,,800,0,0,37.29,-121.95,2022-06-07--03-13-45_2__segment2.wav,1,2,10
915,1,2022-06-11 06:34:24,19.87,59.59,1009.27,16.53,77,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--06-34-24_1__segment0.wav,1,1,8
916,2,2022-06-11 08:33:45,40.18,29.15,1008.98,23.93,56,1014,1.54,,801,20,0,37.29,-121.95,2022-06-11--08-33-45_2__segment0.wav,1,1,10
917,1,2022-06-09 03:13:35,22.04,47.06,1006.68,12.92,86,1013,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--03-13-35_1__segment1.wav,0,0,8
918,1,2022-06-09 22:45:43,24.96,44.1,1007.81,19.82,61,1014,4.12,,801,20,0,37.29,-121.95,2022-06-09--22-45-43_1__segment5.wav,1,1,8
919,2,2022-06-10 12:36:00,51.96,10.38,1006.74,33.32,32,1013,5.14,,801,20,0,37.29,-121.95,2022-06-10--12-36-00_2__segment4.wav,1,1,10
920,2,2022-06-13 15:45:41,30.43,21.06,1009.36,24.19,35,1016,8.75,11.83,800,0,0,37.29,-121.95,2022-06-13--15-45-41_2__segment4.wav,1,1,10
921,1,2022-06-10 13:35:20,42.41,19.66,1007.12,34.56,30,1013,6.17,,801,20,0,37.29,-121.95,2022-06-10--13-35-20_1__segment4.wav,1,1,8
922,2,2022-06-10 08:38:22,40.89,26.57,1008.37,24.18,53,1014,0.45,0.89,801,20,0,37.29,-121.95,2022-06-10--08-38-22_2__segment3.wav,1,1,10
923,2,2022-06-06 08:29:16,24.62,49.4,1010.44,16.53,72,1016,4.12,,801,20,0,37.29,-121.95,2022-06-06--08-29-16_2__segment3.wav,1,2,10
924,2,2022-06-10 11:36:39,51.73,10.41,1007.13,31.86,33,1013,3.09,,801,20,0,37.29,-121.95,2022-06-10--11-36-39_2__segment3.wav,1,1,10
925,1,2022-06-14 06:57:25,22.96,38.21,1010.19,13.76,72,1016,0.89,0.89,800,0,0,37.29,-121.95,2022-06-14--06-57-25_1__segment2.wav,1,2,8
926,2,2022-06-10 09:37:48,48.48,16.92,1008.46,26.81,48,1014,0.89,2.24,801,20,0,37.29,-121.95,2022-06-10--09-37-48_2__segment2.wav,1,1,10
927,2,2022-06-05 22:36:48,23.07,51.73,1009.37,18.25,81,1015,5.14,,803,75,0,37.29,-121.95,2022-06-05--22-36-48_2__segment1.wav,1,2,10
928,2,2022-06-06 06:30:21,19.19,48.11,1010.45,13.79,80,1016,3.6,,803,75,0,37.29,-121.95,2022-06-06--06-30-21_2__segment4.wav,1,2,10
929,2,2022-06-07 08:10:22,23.2,45.39,1007.88,15.67,74,1014,0.89,2.68,800,0,0,37.29,-121.95,2022-06-07--08-10-22_2__segment3.wav,1,2,10
930,1,2022-06-09 15:05:10,36.55,23.44,1006.46,30.33,35,1012,6.69,,802,40,0,37.29,-121.95,2022-06-09--15-05-10_1__segment2.wav,0,0,8
931,1,2022-06-10 11:36:55,41.07,22.68,1007.71,31.9,33,1013,3.09,,801,20,0,37.29,-121.95,2022-06-10--11-36-55_1__segment5.wav,1,1,8
932,2,2022-06-09 10:08:31,41.55,23.97,1007.91,20.36,61,1013,3.6,,803,75,0,37.29,-121.95,2022-06-09--10-08-31_2__segment3.wav,0,0,10
933,1,2022-06-08 14:52:28,36.42,30.29,1007.45,26.68,52,1013,8.75,,711,75,0,37.29,-121.95,2022-06-08--14-52-28_1__segment4.wav,1,2,8
934,2,2022-06-13 03:54:15,17.02,50.76,1008.41,11.66,81,1014,0.0,,800,0,0,37.29,-121.95,2022-06-13--03-54-15_2__segment4.wav,1,1,10
935,2,2022-06-12 13:28:02,40.52,26.63,1004.61,25.47,63,1011,5.66,,803,75,0,37.29,-121.95,2022-06-12--13-28-02_2__segment3.wav,1,1,10
936,1,2022-06-11 03:36:48,20.71,62.03,1008.18,17.32,75,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--03-36-48_1__segment0.wav,1,1,8
937,2,2022-06-13 14:46:29,33.34,18.27,1009.49,24.62,37,1016,7.72,,800,0,0,37.29,-121.95,2022-06-13--14-46-29_2__segment3.wav,1,1,10
938,2,2022-06-06 21:18:35,22.26,39.23,1007.25,16.88,68,1013,4.12,,801,20,0,37.29,-121.95,2022-06-06--21-18-35_2__segment2.wav,1,2,10
939,1,2022-06-11 05:35:09,19.52,62.04,1008.88,16.33,77,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--05-35-09_1__segment2.wav,1,1,8
940,1,2022-06-10 14:34:28,41.32,17.26,1006.65,35.43,23,1013,6.17,,802,40,0,37.29,-121.95,2022-06-10--14-34-28_1__segment2.wav,1,1,8
941,1,2022-06-09 23:44:54,23.84,47.34,1007.7,19.07,65,1014,3.6,,800,0,0,37.29,-121.95,2022-06-09--23-44-54_1__segment4.wav,1,1,8
942,1,2022-06-11 14:30:02,37.97,27.61,1007.83,31.91,39,1013,7.72,10.29,801,20,0,37.29,-121.95,2022-06-11--14-30-02_1__segment5.wav,1,1,8
943,1,2022-06-09 13:07:21,40.32,20.04,1006.66,29.44,34,1012,5.14,,803,75,0,37.29,-121.95,2022-06-09--13-07-21_1__segment0.wav,0,0,8
944,1,2022-06-09 23:44:54,23.84,47.34,1007.7,19.07,65,1014,3.6,,800,0,0,37.29,-121.95,2022-06-09--23-44-54_1__segment5.wav,1,1,8
945,1,2022-06-09 13:07:21,40.32,20.04,1006.66,29.44,34,1012,5.14,,803,75,0,37.29,-121.95,2022-06-09--13-07-21_1__segment1.wav,0,0,8
946,1,2022-06-11 14:30:02,37.97,27.61,1007.83,31.91,39,1013,7.72,10.29,801,20,0,37.29,-121.95,2022-06-11--14-30-02_1__segment4.wav,1,1,8
947,1,2022-06-10 14:34:28,41.32,17.26,1006.65,35.43,23,1013,6.17,,802,40,0,37.29,-121.95,2022-06-10--14-34-28_1__segment3.wav,1,1,8
948,1,2022-06-11 03:36:48,20.71,62.03,1008.18,17.32,75,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--03-36-48_1__segment1.wav,1,1,8
949,2,2022-06-12 13:28:02,40.52,26.63,1004.61,25.47,63,1011,5.66,,803,75,0,37.29,-121.95,2022-06-12--13-28-02_2__segment2.wav,1,1,10
950,1,2022-06-11 05:35:09,19.52,62.04,1008.88,16.33,77,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--05-35-09_1__segment3.wav,1,1,8
951,2,2022-06-06 21:18:35,22.26,39.23,1007.25,16.88,68,1013,4.12,,801,20,0,37.29,-121.95,2022-06-06--21-18-35_2__segment3.wav,1,2,10
952,2,2022-06-13 14:46:29,33.34,18.27,1009.49,24.62,37,1016,7.72,,800,0,0,37.29,-121.95,2022-06-13--14-46-29_2__segment2.wav,1,1,10
953,2,2022-06-13 03:54:15,17.02,50.76,1008.41,11.66,81,1014,0.0,,800,0,0,37.29,-121.95,2022-06-13--03-54-15_2__segment5.wav,1,1,10
954,1,2022-06-08 14:52:28,36.42,30.29,1007.45,26.68,52,1013,8.75,,711,75,0,37.29,-121.95,2022-06-08--14-52-28_1__segment5.wav,1,2,8
955,2,2022-06-09 10:08:31,41.55,23.97,1007.91,20.36,61,1013,3.6,,803,75,0,37.29,-121.95,2022-06-09--10-08-31_2__segment2.wav,0,0,10
956,1,2022-06-10 11:36:55,41.07,22.68,1007.71,31.9,33,1013,3.09,,801,20,0,37.29,-121.95,2022-06-10--11-36-55_1__segment4.wav,1,1,8
957,1,2022-06-09 15:05:10,36.55,23.44,1006.46,30.33,35,1012,6.69,,802,40,0,37.29,-121.95,2022-06-09--15-05-10_1__segment3.wav,0,0,8
958,2,2022-06-07 08:10:22,23.2,45.39,1007.88,15.67,74,1014,0.89,2.68,800,0,0,37.29,-121.95,2022-06-07--08-10-22_2__segment2.wav,1,2,10
959,2,2022-06-05 22:36:48,23.07,51.73,1009.37,18.25,81,1015,5.14,,803,75,0,37.29,-121.95,2022-06-05--22-36-48_2__segment0.wav,1,2,10
960,2,2022-06-10 09:37:48,48.48,16.92,1008.46,26.81,48,1014,0.89,2.24,801,20,0,37.29,-121.95,2022-06-10--09-37-48_2__segment3.wav,1,1,10
961,2,2022-06-06 06:30:21,19.19,48.11,1010.45,13.79,80,1016,3.6,,803,75,0,37.29,-121.95,2022-06-06--06-30-21_2__segment5.wav,1,2,10
962,1,2022-06-14 06:57:25,22.96,38.21,1010.19,13.76,72,1016,0.89,0.89,800,0,0,37.29,-121.95,2022-06-14--06-57-25_1__segment3.wav,1,2,8
963,2,2022-06-10 11:36:39,51.73,10.41,1007.13,31.86,33,1013,3.09,,801,20,0,37.29,-121.95,2022-06-10--11-36-39_2__segment2.wav,1,1,10
964,2,2022-06-06 08:29:16,24.62,49.4,1010.44,16.53,72,1016,4.12,,801,20,0,37.29,-121.95,2022-06-06--08-29-16_2__segment2.wav,1,2,10
965,2,2022-06-13 15:45:41,30.43,21.06,1009.36,24.19,35,1016,8.75,11.83,800,0,0,37.29,-121.95,2022-06-13--15-45-41_2__segment5.wav,1,1,10
966,2,2022-06-10 12:36:00,51.96,10.38,1006.74,33.32,32,1013,5.14,,801,20,0,37.29,-121.95,2022-06-10--12-36-00_2__segment5.wav,1,1,10
967,1,2022-06-09 22:45:43,24.96,44.1,1007.81,19.82,61,1014,4.12,,801,20,0,37.29,-121.95,2022-06-09--22-45-43_1__segment4.wav,1,1,8
968,2,2022-06-10 08:38:22,40.89,26.57,1008.37,24.18,53,1014,0.45,0.89,801,20,0,37.29,-121.95,2022-06-10--08-38-22_2__segment2.wav,1,1,10
969,1,2022-06-10 13:35:20,42.41,19.66,1007.12,34.56,30,1013,6.17,,801,20,0,37.29,-121.95,2022-06-10--13-35-20_1__segment5.wav,1,1,8
970,1,2022-06-09 03:13:35,22.04,47.06,1006.68,12.92,86,1013,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--03-13-35_1__segment0.wav,0,0,8
971,2,2022-06-11 08:33:45,40.18,29.15,1008.98,23.93,56,1014,1.54,,801,20,0,37.29,-121.95,2022-06-11--08-33-45_2__segment1.wav,1,1,10
972,1,2022-06-11 06:34:24,19.87,59.59,1009.27,16.53,77,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--06-34-24_1__segment1.wav,1,1,8
973,2,2022-06-07 03:13:45,18.29,42.46,1007.38,12.14,78,1013,1.54,,800,0,0,37.29,-121.95,2022-06-07--03-13-45_2__segment3.wav,1,2,10
974,2,2022-06-05 23:36:04,22.46,52.37,1009.43,17.96,83,1015,6.69,,803,75,0,37.29,-121.95,2022-06-05--23-36-04_2__segment2.wav,1,2,10
975,1,2022-06-09 16:04:23,34.92,23.03,1005.91,31.11,31,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--16-04-23_1__segment4.wav,0,0,8
976,2,2022-06-09 08:09:48,29.99,45.8,1006.69,15.54,80,1012,1.54,,803,75,0,37.29,-121.95,2022-06-09--08-09-48_2__segment5.wav,0,0,10
977,2,2022-06-08 02:55:11,18.71,37.25,1008.61,13.69,58,1014,0.45,1.34,800,0,0,37.29,-121.95,2022-06-08--02-55-11_2__segment1.wav,1,2,10
978,2,2022-06-12 22:58:10,20.0,41.63,1007.8,14.47,70,1014,3.6,6.69,800,0,0,37.29,-121.95,2022-06-12--22-58-10_2__segment1.wav,1,1,10
979,2,2022-06-09 22:45:55,22.92,39.57,1007.55,19.84,61,1014,4.12,,801,20,0,37.29,-121.95,2022-06-09--22-45-55_2__segment2.wav,1,1,10
980,1,2022-06-14 00:02:46,21.41,38.27,1010.21,14.26,68,1016,1.54,,800,0,0,37.29,-121.95,2022-06-14--00-02-46_1__segment1.wav,1,2,8
981,2,2022-06-06 23:16:56,20.68,41.97,1007.56,14.75,73,1014,2.06,,800,0,0,37.29,-121.95,2022-06-06--23-16-56_2__segment1.wav,1,2,10
982,1,2022-06-08 18:20:59,30.51,36.74,1006.68,22.97,59,1012,8.23,10.29,803,75,0,37.29,-121.95,2022-06-08--18-20-59_1__segment2.wav,0,0,8
983,2,2022-06-13 00:56:42,18.43,38.09,1007.82,13.15,77,1013,0.45,0.45,800,0,0,37.29,-121.95,2022-06-13--00-56-42_2__segment3.wav,1,1,10
984,2,2022-06-11 12:32:18,51.84,7.23,1007.85,31.68,28,1014,5.14,,801,20,0,37.29,-121.95,2022-06-11--12-32-18_2__segment0.wav,1,1,10
985,2,2022-06-12 16:25:11,31.28,36.12,1004.9,22.56,67,1011,9.77,12.86,803,75,0,37.29,-121.95,2022-06-12--16-25-11_2__segment4.wav,1,1,10
986,2,2022-06-09 09:09:12,37.11,36.74,1007.61,17.89,69,1013,4.12,,803,75,0,37.29,-121.95,2022-06-09--09-09-12_2__segment4.wav,0,0,10
987,2,2022-06-11 15:28:56,36.04,26.58,1007.14,31.45,42,1013,9.26,13.89,801,20,0,37.29,-121.95,2022-06-11--15-28-56_2__segment4.wav,1,1,10
988,2,2022-06-06 12:26:27,32.03,40.32,1009.44,23.16,52,1015,4.63,,801,20,0,37.29,-121.95,2022-06-06--12-26-27_2__segment4.wav,1,2,10
989,1,2022-06-10 06:39:26,21.95,51.43,1007.62,17.42,70,1013,0.0,,801,20,0,37.29,-121.95,2022-06-10--06-39-26_1__segment4.wav,1,1,8
990,2,2022-06-10 20:42:55,27.0,38.0,1007.8,23.93,55,1015,6.17,,802,40,0,37.29,-121.95,2022-06-10--20-42-55_2__segment4.wav,1,1,10
991,2,2022-06-08 17:22:00,30.45,35.13,1006.33,24.49,56,1012,8.75,,803,75,0,37.29,-121.95,2022-06-08--17-22-00_2__segment5.wav,0,0,10
992,1,2022-06-09 18:49:09,31.19,39.57,1005.43,27.96,33,1012,7.2,,802,40,0,37.29,-121.95,2022-06-09--18-49-09_1__segment1.wav,1,1,8
993,2,2022-06-12 15:26:04,35.0,31.38,1004.38,24.04,66,1011,7.72,10.29,803,75,0,37.29,-121.95,2022-06-12--15-26-04_2__segment0.wav,1,1,10
994,2,2022-06-06 22:17:46,22.07,38.44,1007.51,15.66,71,1013,2.57,,801,20,0,37.29,-121.95,2022-06-06--22-17-46_2__segment4.wav,1,2,10
995,1,2022-06-09 05:12:03,21.32,47.32,1007.3,12.12,88,1013,2.06,,800,0,0,37.29,-121.95,2022-06-09--05-12-03_1__segment2.wav,0,0,8
996,1,2022-06-10 04:40:57,21.19,52.7,1006.72,15.95,75,1012,0.0,,800,0,0,37.29,-121.95,2022-06-10--04-40-57_1__segment1.wav,1,1,8
997,1,2022-06-10 22:41:03,25.58,48.76,1009.64,21.3,61,1016,4.63,,801,20,0,37.29,-121.95,2022-06-10--22-41-03_1__segment5.wav,1,1,8
998,2,2022-06-10 14:34:20,41.36,13.25,1006.07,35.4,23,1013,6.17,,802,40,0,37.29,-121.95,2022-06-10--14-34-20_2__segment0.wav,1,1,10
999,2,2022-06-13 16:45:02,28.0,21.39,1009.14,,0,0,,,0,0,0,,,2022-06-13--16-45-02_2__segment2.wav,1,1,10
1000,2,2022-06-08 00:56:47,19.76,34.89,1009.25,13.87,60,1015,0.45,,800,0,0,37.29,-121.95,2022-06-08--00-56-47_2__segment5.wav,1,2,10
1001,1,2022-06-10 16:32:45,37.12,29.23,1006.42,34.23,31,1012,7.72,,802,40,0,37.29,-121.95,2022-06-10--16-32-45_1__segment4.wav,1,1,8
1002,2,2022-06-10 14:34:20,41.36,13.25,1006.07,35.4,23,1013,6.17,,802,40,0,37.29,-121.95,2022-06-10--14-34-20_2__segment4.wav,1,1,10
1003,1,2022-06-10 22:41:03,25.58,48.76,1009.64,21.3,61,1016,4.63,,801,20,0,37.29,-121.95,2022-06-10--22-41-03_1__segment1.wav,1,1,8
1004,1,2022-06-10 04:40:57,21.19,52.7,1006.72,15.95,75,1012,0.0,,800,0,0,37.29,-121.95,2022-06-10--04-40-57_1__segment5.wav,1,1,8
1005,1,2022-06-09 06:11:16,22.72,45.41,1007.42,11.95,87,1013,1.54,,802,40,0,37.29,-121.95,2022-06-09--06-11-16_1__segment2.wav,0,0,8
1006,1,2022-06-10 16:32:45,37.12,29.23,1006.42,34.23,31,1012,7.72,,802,40,0,37.29,-121.95,2022-06-10--16-32-45_1__segment0.wav,1,1,8
1007,2,2022-06-08 00:56:47,19.76,34.89,1009.25,13.87,60,1015,0.45,,800,0,0,37.29,-121.95,2022-06-08--00-56-47_2__segment1.wav,1,2,10
1008,2,2022-06-12 02:36:11,21.15,61.1,1005.05,18.18,84,1011,1.54,,800,0,0,37.29,-121.95,2022-06-12--02-36-11_2__segment2.wav,1,1,10
1009,2,2022-06-06 12:26:27,32.03,40.32,1009.44,23.16,52,1015,4.63,,801,20,0,37.29,-121.95,2022-06-06--12-26-27_2__segment0.wav,1,2,10
1010,2,2022-06-11 15:28:56,36.04,26.58,1007.14,31.45,42,1013,9.26,13.89,801,20,0,37.29,-121.95,2022-06-11--15-28-56_2__segment0.wav,1,1,10
1011,2,2022-06-09 09:09:12,37.11,36.74,1007.61,17.89,69,1013,4.12,,803,75,0,37.29,-121.95,2022-06-09--09-09-12_2__segment0.wav,0,0,10
1012,2,2022-06-12 16:25:11,31.28,36.12,1004.9,22.56,67,1011,9.77,12.86,803,75,0,37.29,-121.95,2022-06-12--16-25-11_2__segment0.wav,1,1,10
1013,1,2022-06-08 19:20:04,30.32,35.55,1006.58,21.52,61,1012,7.2,,803,75,0,37.29,-121.95,2022-06-08--19-20-04_1__segment3.wav,0,0,8
1014,2,2022-06-11 12:32:18,51.84,7.23,1007.85,31.68,28,1014,5.14,,801,20,0,37.29,-121.95,2022-06-11--12-32-18_2__segment4.wav,1,1,10
1015,1,2022-06-09 17:03:35,33.61,23.65,1005.38,30.97,29,1011,7.72,,800,0,0,37.29,-121.95,2022-06-09--17-03-35_1__segment2.wav,0,0,8
1016,1,2022-06-09 18:49:09,31.19,39.57,1005.43,27.96,33,1012,7.2,,802,40,0,37.29,-121.95,2022-06-09--18-49-09_1__segment5.wav,1,1,8
1017,2,2022-06-06 22:17:46,22.07,38.44,1007.51,15.66,71,1013,2.57,,801,20,0,37.29,-121.95,2022-06-06--22-17-46_2__segment0.wav,1,2,10
1018,2,2022-06-12 15:26:04,35.0,31.38,1004.38,24.04,66,1011,7.72,10.29,803,75,0,37.29,-121.95,2022-06-12--15-26-04_2__segment4.wav,1,1,10
1019,2,2022-06-12 18:02:29,27.73,38.21,1006.01,20.77,72,1012,9.77,12.86,803,75,0,37.29,-121.95,2022-06-12--18-02-29_2__segment3.wav,1,1,10
1020,2,2022-06-08 17:22:00,30.45,35.13,1006.33,24.49,56,1012,8.75,,803,75,0,37.29,-121.95,2022-06-08--17-22-00_2__segment1.wav,0,0,10
1021,2,2022-06-10 20:42:55,27.0,38.0,1007.8,23.93,55,1015,6.17,,802,40,0,37.29,-121.95,2022-06-10--20-42-55_2__segment0.wav,1,1,10
1022,1,2022-06-10 06:39:26,21.95,51.43,1007.62,17.42,70,1013,0.0,,801,20,0,37.29,-121.95,2022-06-10--06-39-26_1__segment0.wav,1,1,8
1023,1,2022-06-14 00:02:46,21.41,38.27,1010.21,14.26,68,1016,1.54,,800,0,0,37.29,-121.95,2022-06-14--00-02-46_1__segment5.wav,1,2,8
1024,2,2022-06-08 02:55:11,18.71,37.25,1008.61,13.69,58,1014,0.45,1.34,800,0,0,37.29,-121.95,2022-06-08--02-55-11_2__segment5.wav,1,2,10
1025,2,2022-06-09 08:09:48,29.99,45.8,1006.69,15.54,80,1012,1.54,,803,75,0,37.29,-121.95,2022-06-09--08-09-48_2__segment1.wav,0,0,10
1026,1,2022-06-10 00:44:04,22.79,49.53,1007.34,18.21,67,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--00-44-04_1__segment2.wav,1,1,8
1027,2,2022-06-06 23:16:56,20.68,41.97,1007.56,14.75,73,1014,2.06,,800,0,0,37.29,-121.95,2022-06-06--23-16-56_2__segment5.wav,1,2,10
1028,1,2022-06-10 18:44:38,31.73,38.54,1007.03,27.99,48,1013,9.77,,802,40,0,37.29,-121.95,2022-06-10--18-44-38_1__segment3.wav,1,1,8
1029,2,2022-06-12 19:01:33,25.94,40.62,1006.41,19.63,72,1012,5.66,,803,75,0,37.29,-121.95,2022-06-12--19-01-33_2__segment2.wav,1,1,10
1030,2,2022-06-06 15:23:51,28.82,33.46,1008.24,25.79,44,1014,9.26,,801,20,0,37.29,-121.95,2022-06-06--15-23-51_2__segment3.wav,1,2,10
1031,2,2022-06-06 16:22:57,28.07,33.75,1007.64,25.43,42,1013,7.72,,801,20,0,37.29,-121.95,2022-06-06--16-22-57_2__segment2.wav,1,2,10
1032,1,2022-06-11 06:34:24,19.87,59.59,1009.27,16.53,77,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--06-34-24_1__segment5.wav,1,1,8
1033,2,2022-06-11 08:33:45,40.18,29.15,1008.98,23.93,56,1014,1.54,,801,20,0,37.29,-121.95,2022-06-11--08-33-45_2__segment5.wav,1,1,10
1034,2,2022-06-11 16:44:58,33.51,33.58,1006.77,30.38,46,1013,8.75,13.38,801,20,0,37.29,-121.95,2022-06-11--16-44-58_2__segment3.wav,1,1,10
1035,1,2022-06-14 03:59:27,21.18,37.86,1009.84,11.87,76,1016,0.45,0.45,800,0,0,37.29,-121.95,2022-06-14--03-59-27_1__segment2.wav,1,2,8
1036,1,2022-06-09 16:04:23,34.92,23.03,1005.91,31.11,31,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--16-04-23_1__segment0.wav,0,0,8
1037,1,2022-06-10 12:36:08,42.57,21.37,1007.4,33.32,32,1013,5.14,,801,20,0,37.29,-121.95,2022-06-10--12-36-08_1__segment2.wav,1,1,8
1038,2,2022-06-05 17:41:01,29.84,43.53,1007.27,24.15,68,1013,5.14,,803,75,0,37.29,-121.95,2022-06-05--17-41-01_2__segment2.wav,1,2,10
1039,1,2022-06-09 08:09:59,26.04,48.01,1006.95,15.54,80,1012,1.54,,803,75,0,37.29,-121.95,2022-06-09--08-09-59_1__segment3.wav,0,0,8
1040,2,2022-06-06 18:21:16,26.84,33.69,1006.91,23.94,43,1013,7.72,,801,20,0,37.29,-121.95,2022-06-06--18-21-16_2__segment3.wav,1,2,10
1041,1,2022-06-09 03:13:35,22.04,47.06,1006.68,12.92,86,1013,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--03-13-35_1__segment4.wav,0,0,8
1042,1,2022-06-10 13:35:20,42.41,19.66,1007.12,34.56,30,1013,6.17,,801,20,0,37.29,-121.95,2022-06-10--13-35-20_1__segment1.wav,1,1,8
1043,1,2022-06-09 22:45:43,24.96,44.1,1007.81,19.82,61,1014,4.12,,801,20,0,37.29,-121.95,2022-06-09--22-45-43_1__segment0.wav,1,1,8
1044,2,2022-06-10 12:36:00,51.96,10.38,1006.74,33.32,32,1013,5.14,,801,20,0,37.29,-121.95,2022-06-10--12-36-00_2__segment1.wav,1,1,10
1045,2,2022-06-10 18:44:45,30.91,34.46,1006.77,27.99,48,1013,9.77,,802,40,0,37.29,-121.95,2022-06-10--18-44-45_2__segment2.wav,1,1,10
1046,1,2022-06-14 01:01:54,21.36,37.98,1010.0,13.63,69,1016,0.45,1.34,800,0,0,37.29,-121.95,2022-06-14--01-01-54_1__segment2.wav,1,2,8
1047,2,2022-06-13 15:45:41,30.43,21.06,1009.36,24.19,35,1016,8.75,11.83,800,0,0,37.29,-121.95,2022-06-13--15-45-41_2__segment1.wav,1,1,10
1048,2,2022-06-06 06:30:21,19.19,48.11,1010.45,13.79,80,1016,3.6,,803,75,0,37.29,-121.95,2022-06-06--06-30-21_2__segment1.wav,1,2,10
1049,2,2022-06-05 22:36:48,23.07,51.73,1009.37,18.25,81,1015,5.14,,803,75,0,37.29,-121.95,2022-06-05--22-36-48_2__segment4.wav,1,2,10
1050,2,2022-06-08 14:52:43,32.09,37.1,1007.08,26.63,51,1013,8.75,9.77,711,75,0,37.29,-121.95,2022-06-08--14-52-43_2__segment3.wav,0,0,10
1051,2,2022-06-11 22:39:24,22.73,54.89,1007.7,20.2,76,1014,4.12,,801,20,0,37.29,-121.95,2022-06-11--22-39-24_2__segment2.wav,1,1,10
1052,2,2022-06-07 19:01:46,24.31,34.76,1008.42,21.16,44,1014,8.23,,803,75,0,37.29,-121.95,2022-06-07--19-01-46_2__segment2.wav,1,2,10
1053,1,2022-06-08 14:52:28,36.42,30.29,1007.45,26.68,52,1013,8.75,,711,75,0,37.29,-121.95,2022-06-08--14-52-28_1__segment1.wav,1,2,8
1054,1,2022-06-11 09:34:30,33.34,34.26,1009.11,26.69,45,1015,0.89,1.34,801,20,0,37.29,-121.95,2022-06-11--09-34-30_1__segment3.wav,1,1,8
1055,2,2022-06-13 03:54:15,17.02,50.76,1008.41,11.66,81,1014,0.0,,800,0,0,37.29,-121.95,2022-06-13--03-54-15_2__segment1.wav,1,1,10
1056,1,2022-06-09 02:14:24,22.11,48.18,1006.91,13.54,84,1013,2.06,,800,0,0,37.29,-121.95,2022-06-09--02-14-24_1__segment2.wav,0,0,8
1057,1,2022-06-10 11:36:55,41.07,22.68,1007.71,31.9,33,1013,3.09,,801,20,0,37.29,-121.95,2022-06-10--11-36-55_1__segment0.wav,1,1,8
1058,2,2022-06-11 10:33:55,55.62,10.27,1008.71,29.11,35,1015,3.09,,801,20,0,37.29,-121.95,2022-06-11--10-33-55_2__segment3.wav,1,1,10
1059,1,2022-06-11 14:30:02,37.97,27.61,1007.83,31.91,39,1013,7.72,10.29,801,20,0,37.29,-121.95,2022-06-11--14-30-02_1__segment0.wav,1,1,8
1060,1,2022-06-09 13:07:21,40.32,20.04,1006.66,29.44,34,1012,5.14,,803,75,0,37.29,-121.95,2022-06-09--13-07-21_1__segment5.wav,0,0,8
1061,2,2022-06-11 13:30:47,47.36,12.57,1007.64,31.92,34,1014,7.72,,801,20,0,37.29,-121.95,2022-06-11--13-30-47_2__segment3.wav,1,1,10
